基因	变异分类	肿瘤类型	亚型	变异等级	证据来源	证据等级	证据类型	临床意义类别	治疗方案	方案描述	文献号	版本号
FANCL	FANCL Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
RAD51B	RAD51B Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
RAD51B	RAD51B Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
RAD51C	RAD51C Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
RAD51C	RAD51C Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
RAD51D 	RAD51D Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
RAD51D 	RAD51D Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
RAD54L	RAD54L Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
RAD54L	RAD54L Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
TP53	TP53 Mutation	前列腺癌		I	CSCO 	A级	预后			CSCO前列腺癌指南提示，TP53基因突变是前列腺癌患者重要的预后相关的生物标志物，突变提示患者对阿比特龙恩扎卢胺治疗不敏感。	CSCO前列腺癌诊疗指南	2021
PTEN	PTEN Loss	前列腺癌		I	CSCO 	A级	预后			CSCO前列腺癌指南提示，PTEN缺失提示mCRPC患者可以从ADT抑制剂中获益。	CSCO前列腺癌诊疗指南	2021
RB1	RB1 Loss	前列腺癌		I	CSCO 	A级	预后			CSCO前列腺癌指南提示，RB1是前列腺癌患者重要的预后相关的生物标志物，RB1缺失与去势抵抗和神经内分泌化相关。	CSCO前列腺癌诊疗指南	2021
ERBB2	ERBB2 overexpresion	食道癌和胃食管交界处癌		I	NCCN	A级	治疗	敏感	fam-trastuzumab deruxtecan-nxki	NCCN食道癌和胃食管交界处癌指南提示，ERBB2（HER2）过表达阳性腺癌患者可使用曲妥珠单抗联合化疗治疗或fam-trastuzumab deruxtecan-nxki单药治疗。	NCCN Guidelines Esophageal and Esophagogastric Junction Cancers	Version 2.2022
ERBB2	ERBB2 overexpresion	食道癌和胃食管交界处癌		I	NCCN	A级	治疗	敏感	曲妥珠单抗	NCCN食道癌和胃食管交界处癌指南提示，ERBB2（HER2）过表达阳性腺癌患者可使用曲妥珠单抗联合化疗治疗或fam-trastuzumab deruxtecan-nxki单药治疗。	NCCN Guidelines Esophageal and Esophagogastric Junction Cancers	Version 2.2022
TERT	TERT Mutation	胶质瘤	少突神经胶质瘤	I	NCCN	A级	诊断			NCCN中枢神经系统肿瘤指南提示，TERT突变几乎始终存在于1p/19q共缺失的少突胶质细胞瘤中，并在大多数胶质母细胞瘤中发现。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
TERT	TERT Mutation	胶质瘤	胶质母细胞瘤	I	NCCN	A级	诊断			NCCN中枢神经系统肿瘤指南提示，TERT突变几乎始终存在于1p/19q共缺失的少突胶质细胞瘤中，并在大多数胶质母细胞瘤中发现。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
IDH1	IDH WT	胶质瘤	弥散性胶质瘤	I	NCCN	A级	预后			NCCN中枢神经系统肿瘤指南提示，IDH未突变的情况下，与没有TERT突变相比，具有TERT突变的弥漫性浸润性胶质瘤患者的总生存率降低。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
IDH2	IDH WT	胶质瘤	弥散性胶质瘤	I	NCCN	A级	预后			NCCN中枢神经系统肿瘤指南提示，IDH未突变的情况下，与没有TERT突变相比，具有TERT突变的弥漫性浸润性胶质瘤患者的总生存率降低。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
IDH1	IDH Mutation	胶质瘤	少突胶质瘤	I	NCCN	A级	诊断			NCCN中枢神经系统指南提示，IDH突变是2、3级星型细胞瘤和少突胶质瘤的标志。1级非浸润性胶质瘤如毛细胞星形细胞瘤和神经节细胞胶质瘤，不包含IDH突变，检测到IDH突变表明肿瘤至少是2级弥漫性浸润性胶质瘤。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
IDH2	IDH Mutation	胶质瘤	少突胶质瘤	I	NCCN	A级	诊断			NCCN中枢神经系统指南提示，IDH突变是2、3级星型细胞瘤和少突胶质瘤的标志。1级非浸润性胶质瘤如毛细胞星形细胞瘤和神经节细胞胶质瘤，不包含IDH突变，检测到IDH突变表明肿瘤至少是2级弥漫性浸润性胶质瘤。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
IDH1	IDH Mutation	胶质瘤	星型细胞瘤	I	NCCN	A级	诊断			NCCN中枢神经系统指南提示，IDH突变是2、3级星型细胞瘤和少突胶质瘤的标志。1级非浸润性胶质瘤如毛细胞星形细胞瘤和神经节细胞胶质瘤，不包含IDH突变，检测到IDH突变表明肿瘤至少是2级弥漫性浸润性胶质瘤。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
IDH2	IDH Mutation	胶质瘤	星型细胞瘤	I	NCCN	A级	诊断			NCCN中枢神经系统指南提示，IDH突变是2、3级星型细胞瘤和少突胶质瘤的标志。1级非浸润性胶质瘤如毛细胞星形细胞瘤和神经节细胞胶质瘤，不包含IDH突变，检测到IDH突变表明肿瘤至少是2级弥漫性浸润性胶质瘤。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
IDH1	IDH Mutation	胶质瘤		I	NCCN	A级	预后			NCCN中枢神经系统指南提示，IDH突变与MGMT启动子甲基化相关，患者能在放疗或烷基化疗中获益，IDH1/2突变与良好的预后相关。在2级或3级浸润性胶质瘤中，IDH野生型与侵袭性疾病的风险增加相关。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
IDH2	IDH Mutation	胶质瘤		I	NCCN	A级	预后			NCCN中枢神经系统指南提示，IDH突变与MGMT启动子甲基化相关，患者能在放疗或烷基化疗中获益，IDH1/2突变与良好的预后相关。在2级或3级浸润性胶质瘤中，IDH野生型与侵袭性疾病的风险增加相关。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
	Codeletion of 1p and 19q	胶质瘤	少突胶质瘤	I	NCCN	A级	诊断			NCCN中枢神经系统指南提示，1P/19q共缺失是少突胶质瘤的标志。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
	IDH Mutation & 1p/19q codeletion	胶质瘤	少突胶质瘤	I	NCCN	A级	诊断			NCCN中枢神经系统指南提示，只有同时包含IDH突变和1p/19q共缺失的肿瘤才能诊断为少突胶质细胞瘤。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
	Codeletion of 1p and 19q	胶质瘤	少突胶质瘤	I	NCCN	A级	预后			NCCN中枢神经系统指南提示，1P/19q共缺失是良好预后预测因子，可预测对烷基化化疗及放疗、烷基化化疗联合治疗的疗效。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
ATRX	ATRX Mutation	胶质瘤		I	NCCN	A级	诊断			NCCN中枢神经系统指南提示，胶质瘤中的ATRX突变与IDH突变密切相关，几乎与1p/19q共缺失相互排斥，ATRX缺失伴IDH突变是星形细胞瘤的典型表现。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
H3F3A	H3 K27M	胶质瘤		I	NCCN	A级	诊断			NCCN中枢神经系统指南提示，H3 K27M突变多发生在弥漫性中线胶质瘤。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
H3F3A	H3 K27M	胶质瘤		I	NCCN	A级	预后			NCCN中枢神经系统指南提示，H3 K27M突变的胶质瘤通常没有MGMT启动子甲基化，是儿童和成人的不良预后标记，被诊断为WHO IV级胶质瘤。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
H3F3A	H3 G34V/R	胶质瘤		I	NCCN	A级	诊断			NCCN中枢神经系统指南提示，H3 G34V/R发生于大脑半球的弥漫性胶质瘤，区别于中线弥漫性胶质瘤，这类胶质瘤多发生在儿童和年轻人，通常伴随IDH野生型，但ATRX和TP53突变。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
BRAF	BRAF Fusion	胶质瘤		II	NCCN	C级	预后			NCCN中枢神经系统指南提示，伴有BRAF融合的肿瘤往往是惰性的，偶尔复发，但很少进展到致命的肿瘤。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
BRAF	BRAF V600E	胶质瘤		I	NCCN	C级	治疗	敏感	维莫非尼	NCCN中枢神经系统指南提示，BRAF V600E可能对BRAF抑制剂如维莫非尼敏感。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
MYCN	MYCN Amplification	脊髓室管膜瘤		I	NCCN	C级	预后			NCCN中枢神经系统指南提示，MYCN扩增与脊髓室管膜瘤更强的侵袭性行为和更差的预后密切相关。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
EGFR TERT	EGFR amplification & +7 /-10 & TERT promoter mutation 	胶质瘤	弥漫性星形胶质细胞瘤	I	NCCN	C级	诊断			NCCN中枢神经系统指南提示，EGFR基因扩增伴随7号染色体拷贝数增加10号染色体拷贝数减少及TERT启动子突变应该诊断为弥漫性星形胶质细胞瘤。	NCCN Guidelines Central Nervous System Cancers	Version 2.2021
TERT	TERT Mutation & IDH WT	胶质瘤		II	II期临床	C级	预后			与未发生TERT突变的IDH野生型的肿瘤相比，TERT突变的IDH野生型患者与较短的OS相关。	" Eckel-Passow JE, Lachance DH, Molinaro AM, et al. Glioma groups based on 1p/19q, IDH, and TERT promoter mutations in tumors. TERT promoter mutations occur frequently in gliomas and a subset of tumors derived from cells with low rates of self-renewal."	
TERT	TERT Mutation & IDH Mutation	胶质瘤		II	II期临床	C级	预后			291例IDH突变、1p19q共缺失的少突胶质细胞瘤患者数据的多因素分析显示，与TERT突变的少突胶质细胞瘤患者相比，TERT野生型患者与较差的OS相关(HR, 2.72;95% CI, 1.05-7.04;P = .40)	Pekmezci M, Rice T, Molinaro AM, et al. Adult infiltrating gliomas with WHO 2016 integrated diagnosis: additional prognostic roles of ATRX and TERT. Acta Neuropathol 2017;133:1001-1016. Available at:	
